timestamp,log_level,message,Finished Processing File,Processing File,User Request Time,model,Component,Action,input_rate,image,model,conf,boxes,model_processing_time
2025-10-19 23:01:07,INFO,"Processed image 2005: model=yolov5m, conf=0.597, boxes=5, time=110.308s",,,,,,,,2005,yolov5m,0.597,5.0,110.308
2025-10-19 23:01:07,DATA,,2004.0,,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,2005.0,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,,1760914756.8799572,yolov5m,,,,,,,,
2025-10-19 23:01:07,INFO,"Processed image 2006: model=yolov5m, conf=0.881, boxes=1, time=110.404s",,,,,,,,2006,yolov5m,0.881,1.0,110.404
2025-10-19 23:01:07,DATA,,2005.0,,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,2006.0,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,,1760914757.0586612,yolov5m,,,,,,,,
2025-10-19 23:01:07,INFO,"Processed image 2007: model=yolov5m, conf=0.445, boxes=7, time=110.457s",,,,,,,,2007,yolov5m,0.445,7.0,110.457
2025-10-19 23:01:07,DATA,,2006.0,,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,2007.0,,,,,,,,,,
2025-10-19 23:01:07,DATA,,,,1760914757.2472756,yolov5m,,,,,,,,
2025-10-19 23:01:08,INFO,"Processed image 2008: model=yolov5m, conf=0.736, boxes=2, time=111.061s",,,,,,,,2008,yolov5m,0.736,2.0,111.061
2025-10-19 23:01:08,DATA,,2007.0,,,,,,,,,,,
2025-10-19 23:01:08,DATA,,,2008.0,,,,,,,,,,
2025-10-19 23:01:08,DATA,,,,1760914757.4411383,yolov5m,,,,,,,,
2025-10-19 23:01:08,INFO,"Processed image 2009: model=yolov5m, conf=0.899, boxes=3, time=111.242s",,,,,,,,2009,yolov5m,0.899,3.0,111.242
2025-10-19 23:01:08,DATA,,2008.0,,,,,,,,,,,
2025-10-19 23:01:08,DATA,,,2009.0,,,,,,,,,,
2025-10-19 23:01:08,DATA,,,,1760914757.6136875,yolov5m,,,,,,,,
2025-10-19 23:01:09,INFO,"Processed image 2010: model=yolov5m, conf=0.733, boxes=15, time=111.783s",,,,,,,,2010,yolov5m,0.733,15.0,111.783
2025-10-19 23:01:09,DATA,,2009.0,,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,2010.0,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,,1760914757.8086345,yolov5m,,,,,,,,
2025-10-19 23:01:09,INFO,"Processed image 2011: model=yolov5m, conf=0.873, boxes=6, time=111.774s",,,,,,,,2011,yolov5m,0.873,6.0,111.774
2025-10-19 23:01:09,DATA,,2010.0,,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,2011.0,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,,1760914758.0027056,yolov5m,,,,,,,,
2025-10-19 23:01:09,INFO,"Processed image 2012: model=yolov5m, conf=0.936, boxes=1, time=111.878s",,,,,,,,2012,yolov5m,0.936,1.0,111.878
2025-10-19 23:01:09,DATA,,2011.0,,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,2012.0,,,,,,,,,,
2025-10-19 23:01:09,DATA,,,,1760914758.1876028,yolov5m,,,,,,,,
2025-10-19 23:01:10,INFO,"Processed image 2013: model=yolov5m, conf=0.873, boxes=3, time=112.019s",,,,,,,,2013,yolov5m,0.873,3.0,112.019
2025-10-19 23:01:10,DATA,,2012.0,,,,,,,,,,,
2025-10-19 23:01:10,DATA,,,2013.0,,,,,,,,,,
2025-10-19 23:01:10,DATA,,,,1760914758.390833,yolov5m,,,,,,,,
2025-10-19 23:01:12,INFO,"Processed image 2017: model=yolov5m, conf=0.906, boxes=3, time=113.238s",,,,,,,,2017,yolov5m,0.906,3.0,113.238
2025-10-19 23:01:12,DATA,,2016.0,,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,2017.0,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,,1760914759.2218442,yolov5m,,,,,,,,
2025-10-19 23:01:12,INFO,"Processed image 2018: model=yolov5m, conf=0.644, boxes=7, time=113.258s",,,,,,,,2018,yolov5m,0.644,7.0,113.258
2025-10-19 23:01:12,DATA,,2017.0,,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,2018.0,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,,1760914759.4411707,yolov5s,,,,,,,,
2025-10-19 23:01:12,INFO,"Processed image 2019: model=yolov5s, conf=0.834, boxes=1, time=113.226s",,,,,,,,2019,yolov5s,0.834,1.0,113.226
2025-10-19 23:01:12,DATA,,2018.0,,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,2019.0,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,,1760914759.651693,yolov5s,,,,,,,,
2025-10-19 23:01:12,INFO,"Processed image 2020: model=yolov5s, conf=0.924, boxes=2, time=113.148s",,,,,,,,2020,yolov5s,0.924,2.0,113.148
2025-10-19 23:01:12,DATA,,2019.0,,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,2020.0,,,,,,,,,,
2025-10-19 23:01:12,DATA,,,,1760914759.869333,yolov5s,,,,,,,,
2025-10-19 23:01:13,INFO,"Processed image 2021: model=yolov5s, conf=0.644, boxes=10, time=113.295s",,,,,,,,2021,yolov5s,0.644,10.0,113.295
2025-10-19 23:01:13,DATA,,2020.0,,,,,,,,,,,
2025-10-19 23:01:13,DATA,,,2021.0,,,,,,,,,,
2025-10-19 23:01:13,DATA,,,,1760914760.076027,yolov5s,,,,,,,,
2025-10-19 23:01:13,INFO,"Processed image 2022: model=yolov5s, conf=0.650, boxes=12, time=113.219s",,,,,,,,2022,yolov5s,0.65,12.0,113.219
2025-10-19 23:01:13,DATA,,2021.0,,,,,,,,,,,
2025-10-19 23:01:13,DATA,,,2022.0,,,,,,,,,,
2025-10-19 23:01:13,DATA,,,,1760914760.2839355,yolov5m,,,,,,,,
2025-10-19 23:01:13,INFO,"Processed image 2023: model=yolov5m, conf=0.951, boxes=2, time=113.715s",,,,,,,,2023,yolov5m,0.951,2.0,113.715
2025-10-19 23:01:13,DATA,,2022.0,,,,,,,,,,,
2025-10-19 23:01:13,DATA,,,2023.0,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,,1760914760.4822469,yolov5m,,,,,,,,
2025-10-19 23:01:14,INFO,"Processed image 2024: model=yolov5m, conf=0.597, boxes=16, time=113.809s",,,,,,,,2024,yolov5m,0.597,16.0,113.809
2025-10-19 23:01:14,DATA,,2023.0,,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,2024.0,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,,1760914760.7200956,yolov5m,,,,,,,,
2025-10-19 23:01:14,INFO,"Processed image 2025: model=yolov5m, conf=0.707, boxes=2, time=113.904s",,,,,,,,2025,yolov5m,0.707,2.0,113.904
2025-10-19 23:01:14,DATA,,2024.0,,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,2025.0,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,,1760914760.9518404,yolov5s,,,,,,,,
2025-10-19 23:01:14,INFO,"Processed image 2026: model=yolov5s, conf=0.518, boxes=21, time=113.843s",,,,,,,,2026,yolov5s,0.518,21.0,113.843
2025-10-19 23:01:14,DATA,,2025.0,,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,2026.0,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,,1760914761.1698608,yolov5s,,,,,,,,
2025-10-19 23:01:14,INFO,"Processed image 2027: model=yolov5s, conf=0.828, boxes=1, time=113.810s",,,,,,,,2027,yolov5s,0.828,1.0,113.81
2025-10-19 23:01:14,DATA,,2026.0,,,,,,,,,,,
2025-10-19 23:01:14,DATA,,,2027.0,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,,1760914761.3952754,yolov5s,,,,,,,,
2025-10-19 23:01:15,INFO,"Processed image 2028: model=yolov5s, conf=0.727, boxes=12, time=113.766s",,,,,,,,2028,yolov5s,0.727,12.0,113.766
2025-10-19 23:01:15,DATA,,2027.0,,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,2028.0,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,,1760914761.6164353,yolov5s,,,,,,,,
2025-10-19 23:01:15,INFO,"Processed image 2029: model=yolov5s, conf=0.796, boxes=6, time=113.649s",,,,,,,,2029,yolov5s,0.796,6.0,113.649
2025-10-19 23:01:15,DATA,,2028.0,,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,2029.0,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,,1760914761.8521035,yolov5s,,,,,,,,
2025-10-19 23:01:15,INFO,"Processed image 2030: model=yolov5s, conf=0.865, boxes=2, time=114.048s",,,,,,,,2030,yolov5s,0.865,2.0,114.048
2025-10-19 23:01:15,DATA,,2029.0,,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,2030.0,,,,,,,,,,
2025-10-19 23:01:15,DATA,,,,1760914762.0841143,yolov5m,,,,,,,,
2025-10-19 23:01:16,INFO,"Processed image 2031: model=yolov5m, conf=0.943, boxes=1, time=114.034s",,,,,,,,2031,yolov5m,0.943,1.0,114.034
2025-10-19 23:01:16,DATA,,2030.0,,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,2031.0,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,,1760914762.3124838,yolov5m,,,,,,,,
2025-10-19 23:01:16,INFO,"Processed image 2032: model=yolov5m, conf=0.678, boxes=9, time=114.017s",,,,,,,,2032,yolov5m,0.678,9.0,114.017
2025-10-19 23:01:16,DATA,,2031.0,,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,2032.0,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,,1760914762.5136313,yolov5m,,,,,,,,
2025-10-19 23:01:16,INFO,"Processed image 2033: model=yolov5m, conf=0.708, boxes=8, time=114.192s",,,,,,,,2033,yolov5m,0.708,8.0,114.192
2025-10-19 23:01:16,DATA,,2032.0,,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,2033.0,,,,,,,,,,
2025-10-19 23:01:16,DATA,,,,1760914762.7094166,yolov5m,,,,,,,,
2025-10-19 23:01:18,INFO,"Processed image 2039: model=yolov5s, conf=0.596, boxes=12, time=114.482s",,,,,,,,2039,yolov5s,0.596,12.0,114.482
2025-10-19 23:01:18,DATA,,2038.0,,,,,,,,,,,
2025-10-19 23:01:18,DATA,,,2039.0,,,,,,,,,,
2025-10-19 23:01:18,DATA,,,,1760914763.961375,yolov5s,,,,,,,,
2025-10-19 23:01:18,INFO,"Processed image 2040: model=yolov5s, conf=0.722, boxes=2, time=114.381s",,,,,,,,2040,yolov5s,0.722,2.0,114.381
2025-10-19 23:01:18,DATA,,2039.0,,,,,,,,,,,
2025-10-19 23:01:18,DATA,,,2040.0,,,,,,,,,,
2025-10-19 23:01:18,DATA,,,,1760914764.1787436,yolov5s,,,,,,,,
2025-10-19 23:01:19,INFO,"Processed image 2041: model=yolov5s, conf=0.716, boxes=2, time=115.430s",,,,,,,,2041,yolov5s,0.716,2.0,115.43
2025-10-19 23:01:19,DATA,,2040.0,,,,,,,,,,,
2025-10-19 23:01:19,DATA,,,2041.0,,,,,,,,,,
2025-10-19 23:01:19,DATA,,,,1760914764.3849652,yolov5m,,,,,,,,
2025-10-19 23:01:19,INFO,"Processed image 2042: model=yolov5m, conf=0.908, boxes=1, time=115.507s",,,,,,,,2042,yolov5m,0.908,1.0,115.507
2025-10-19 23:01:19,DATA,,2041.0,,,,,,,,,,,
2025-10-19 23:01:19,DATA,,,2042.0,,,,,,,,,,
2025-10-19 23:01:19,DATA,,,,1760914764.5941741,yolov5m,,,,,,,,
2025-10-19 23:01:22,INFO,"Processed image 2043: model=yolov5m, conf=0.747, boxes=10, time=117.674s",,,,,,,,2043,yolov5m,0.747,10.0,117.674
2025-10-19 23:01:22,DATA,,2042.0,,,,,,,,,,,
2025-10-19 23:01:22,DATA,,,2043.0,,,,,,,,,,
2025-10-19 23:01:22,DATA,,,,1760914764.817394,yolov5l,,,,,,,,
2025-10-19 23:01:22,INFO,"Processed image 2044: model=yolov5l, conf=0.838, boxes=3, time=117.925s",,,,,,,,2044,yolov5l,0.838,3.0,117.925
2025-10-19 23:01:22,DATA,,2043.0,,,,,,,,,,,
2025-10-19 23:01:22,DATA,,,2044.0,,,,,,,,,,
2025-10-19 23:01:22,DATA,,,,1760914765.0164976,yolov5l,,,,,,,,
2025-10-19 23:01:23,INFO,"Processed image 2045: model=yolov5l, conf=0.926, boxes=1, time=118.137s",,,,,,,,2045,yolov5l,0.926,1.0,118.137
2025-10-19 23:01:23,DATA,,2044.0,,,,,,,,,,,
2025-10-19 23:01:23,DATA,,,2045.0,,,,,,,,,,
2025-10-19 23:01:23,DATA,,,,1760914765.205812,yolov5l,,,,,,,,
2025-10-19 23:01:23,INFO,"Processed image 2046: model=yolov5l, conf=0.918, boxes=2, time=118.718s",,,,,,,,2046,yolov5l,0.918,2.0,118.718
2025-10-19 23:01:23,DATA,,2045.0,,,,,,,,,,,
2025-10-19 23:01:23,DATA,,,2046.0,,,,,,,,,,
2025-10-19 23:01:23,DATA,,,,1760914765.4057238,yolov5l,,,,,,,,
2025-10-19 23:01:24,INFO,"Processed image 2047: model=yolov5l, conf=0.812, boxes=8, time=119.073s",,,,,,,,2047,yolov5l,0.812,8.0,119.073
2025-10-19 23:01:24,DATA,,2046.0,,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,2047.0,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,,1760914765.617854,yolov5s,,,,,,,,
2025-10-19 23:01:24,INFO,"Processed image 2048: model=yolov5s, conf=0.695, boxes=4, time=119.024s",,,,,,,,2048,yolov5s,0.695,4.0,119.024
2025-10-19 23:01:24,DATA,,2047.0,,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,2048.0,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,,1760914765.8278282,yolov5s,,,,,,,,
2025-10-19 23:01:24,INFO,"Processed image 2049: model=yolov5s, conf=0.619, boxes=3, time=118.925s",,,,,,,,2049,yolov5s,0.619,3.0,118.925
2025-10-19 23:01:24,DATA,,2048.0,,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,2049.0,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,,1760914766.047133,yolov5s,,,,,,,,
2025-10-19 23:01:24,INFO,"Processed image 2050: model=yolov5s, conf=0.771, boxes=6, time=118.811s",,,,,,,,2050,yolov5s,0.771,6.0,118.811
2025-10-19 23:01:24,DATA,,2049.0,,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,2050.0,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,,1760914766.258306,yolov5s,,,,,,,,
2025-10-19 23:01:24,INFO,"Processed image 2051: model=yolov5s, conf=0.587, boxes=2, time=118.716s",,,,,,,,2051,yolov5s,0.587,2.0,118.716
2025-10-19 23:01:24,DATA,,2050.0,,,,,,,,,,,
2025-10-19 23:01:24,DATA,,,2051.0,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,,1760914766.4752722,yolov5s,,,,,,,,
2025-10-19 23:01:25,INFO,"Processed image 2052: model=yolov5s, conf=0.764, boxes=2, time=118.662s",,,,,,,,2052,yolov5s,0.764,2.0,118.662
2025-10-19 23:01:25,DATA,,2051.0,,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,2052.0,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,,1760914766.7028067,yolov5s,,,,,,,,
2025-10-19 23:01:25,INFO,"Processed image 2053: model=yolov5s, conf=0.880, boxes=2, time=118.796s",,,,,,,,2053,yolov5s,0.88,2.0,118.796
2025-10-19 23:01:25,DATA,,2052.0,,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,2053.0,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,,1760914766.9279277,yolov5s,,,,,,,,
2025-10-19 23:01:25,INFO,"Processed image 2054: model=yolov5s, conf=0.609, boxes=2, time=118.724s",,,,,,,,2054,yolov5s,0.609,2.0,118.724
2025-10-19 23:01:25,DATA,,2053.0,,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,2054.0,,,,,,,,,,
2025-10-19 23:01:25,DATA,,,,1760914767.1438756,yolov5s,,,,,,,,
2025-10-19 23:01:26,INFO,"Processed image 2055: model=yolov5s, conf=0.586, boxes=11, time=118.968s",,,,,,,,2055,yolov5s,0.586,11.0,118.968
2025-10-19 23:01:26,DATA,,2054.0,,,,,,,,,,,
2025-10-19 23:01:26,DATA,,,2055.0,,,,,,,,,,
2025-10-19 23:01:26,DATA,,,,1760914767.3497713,yolov5s,,,,,,,,
2025-10-19 23:01:26,INFO,"Processed image 2056: model=yolov5s, conf=0.841, boxes=1, time=118.892s",,,,,,,,2056,yolov5s,0.841,1.0,118.892
2025-10-19 23:01:26,DATA,,2055.0,,,,,,,,,,,
2025-10-19 23:01:26,DATA,,,2056.0,,,,,,,,,,
2025-10-19 23:01:26,DATA,,,,1760914767.555597,yolov5m,,,,,,,,
2025-10-19 23:01:28,DATA,,,,1760914769.008534,yolov5m,,,,,,,,
2025-10-19 23:01:28,INFO,"Processed image 2064: model=yolov5m, conf=0.716, boxes=5, time=119.524s",,,,,,,,2064,yolov5m,0.716,5.0,119.524
2025-10-19 23:01:28,DATA,,2063.0,,,,,,,,,,,
2025-10-19 23:01:28,DATA,,,2064.0,,,,,,,,,,
2025-10-19 23:01:28,DATA,,,,1760914769.2061527,yolov5m,,,,,,,,
2025-10-19 23:01:28,INFO,"Processed image 2065: model=yolov5m, conf=0.697, boxes=6, time=119.569s",,,,,,,,2065,yolov5m,0.697,6.0,119.569
2025-10-19 23:01:28,DATA,,2064.0,,,,,,,,,,,
2025-10-19 23:01:28,DATA,,,2065.0,,,,,,,,,,
2025-10-19 23:01:28,DATA,,,,1760914769.4145377,yolov5m,,,,,,,,
2025-10-19 23:01:29,INFO,"Processed image 2066: model=yolov5m, conf=0.709, boxes=4, time=120.069s",,,,,,,,2066,yolov5m,0.709,4.0,120.069
2025-10-19 23:01:29,DATA,,2065.0,,,,,,,,,,,
2025-10-19 23:01:29,DATA,,,2066.0,,,,,,,,,,
2025-10-19 23:01:29,DATA,,,,1760914769.630341,yolov5s,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2067: model=yolov5s, conf=0.766, boxes=9, time=120.416s",,,,,,,,2067,yolov5s,0.766,9.0,120.416
2025-10-19 23:01:30,DATA,,2066.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2067.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914769.8473377,yolov5s,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2068: model=yolov5s, conf=0.676, boxes=2, time=120.330s",,,,,,,,2068,yolov5s,0.676,2.0,120.33
2025-10-19 23:01:30,DATA,,2067.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2068.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914770.0476458,yolov5s,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2069: model=yolov5s, conf=0.765, boxes=14, time=120.237s",,,,,,,,2069,yolov5s,0.765,14.0,120.237
2025-10-19 23:01:30,DATA,,2068.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2069.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914770.2565403,yolov5m,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2070: model=yolov5m, conf=0.390, boxes=1, time=120.266s",,,,,,,,2070,yolov5m,0.39,1.0,120.266
2025-10-19 23:01:30,DATA,,2069.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2070.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914770.4405887,yolov5m,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2071: model=yolov5m, conf=0.377, boxes=1, time=120.323s",,,,,,,,2071,yolov5m,0.377,1.0,120.323
2025-10-19 23:01:30,DATA,,2070.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2071.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914770.6327355,yolov5m,,,,,,,,
2025-10-19 23:01:30,INFO,"Processed image 2072: model=yolov5m, conf=0.627, boxes=8, time=120.335s",,,,,,,,2072,yolov5m,0.627,8.0,120.335
2025-10-19 23:01:30,DATA,,2071.0,,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,2072.0,,,,,,,,,,
2025-10-19 23:01:30,DATA,,,,1760914770.8307679,yolov5m,,,,,,,,
2025-10-19 23:01:31,INFO,"Processed image 2073: model=yolov5m, conf=0.839, boxes=7, time=120.506s",,,,,,,,2073,yolov5m,0.839,7.0,120.506
2025-10-19 23:01:31,DATA,,2072.0,,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,2073.0,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,,1760914771.0196862,yolov5s,,,,,,,,
2025-10-19 23:01:31,INFO,"Processed image 2074: model=yolov5s, conf=0.400, boxes=1, time=120.490s",,,,,,,,2074,yolov5s,0.4,1.0,120.49
2025-10-19 23:01:31,DATA,,2073.0,,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,2074.0,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,,1760914771.209952,yolov5s,,,,,,,,
2025-10-19 23:01:31,INFO,"Processed image 2075: model=yolov5s, conf=0.539, boxes=2, time=120.442s",,,,,,,,2075,yolov5s,0.539,2.0,120.442
2025-10-19 23:01:31,DATA,,2074.0,,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,2075.0,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,,1760914771.3977218,yolov5s,,,,,,,,
2025-10-19 23:01:31,INFO,"Processed image 2076: model=yolov5s, conf=0.490, boxes=4, time=120.385s",,,,,,,,2076,yolov5s,0.49,4.0,120.385
2025-10-19 23:01:31,DATA,,2075.0,,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,2076.0,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,,1760914771.6055844,yolov5s,,,,,,,,
2025-10-19 23:01:31,INFO,"Processed image 2077: model=yolov5s, conf=0.779, boxes=3, time=120.292s",,,,,,,,2077,yolov5s,0.779,3.0,120.292
2025-10-19 23:01:31,DATA,,2076.0,,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,2077.0,,,,,,,,,,
2025-10-19 23:01:31,DATA,,,,1760914771.8131118,yolov5s,,,,,,,,
2025-10-19 23:01:32,INFO,"Processed image 2078: model=yolov5s, conf=0.858, boxes=4, time=120.215s",,,,,,,,2078,yolov5s,0.858,4.0,120.215
2025-10-19 23:01:32,DATA,,2077.0,,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,2078.0,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,,1760914772.0156798,yolov5s,,,,,,,,
2025-10-19 23:01:32,INFO,"Processed image 2079: model=yolov5s, conf=0.730, boxes=3, time=120.130s",,,,,,,,2079,yolov5s,0.73,3.0,120.13
2025-10-19 23:01:32,DATA,,2078.0,,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,2079.0,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,,1760914772.216995,yolov5s,,,,,,,,
2025-10-19 23:01:32,INFO,"Processed image 2080: model=yolov5s, conf=0.615, boxes=5, time=120.103s",,,,,,,,2080,yolov5s,0.615,5.0,120.103
2025-10-19 23:01:32,DATA,,2079.0,,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,2080.0,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,,1760914772.4233916,yolov5s,,,,,,,,
2025-10-19 23:01:32,INFO,"Processed image 2081: model=yolov5s, conf=0.864, boxes=3, time=120.007s",,,,,,,,2081,yolov5s,0.864,3.0,120.007
2025-10-19 23:01:32,DATA,,2080.0,,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,2081.0,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,,1760914772.626962,yolov5m,,,,,,,,
2025-10-19 23:01:32,INFO,"Processed image 2082: model=yolov5m, conf=0.955, boxes=1, time=120.211s",,,,,,,,2082,yolov5m,0.955,1.0,120.211
2025-10-19 23:01:32,DATA,,2081.0,,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,2082.0,,,,,,,,,,
2025-10-19 23:01:32,DATA,,,,1760914772.8216906,yolov5m,,,,,,,,
2025-10-19 23:01:33,INFO,"Processed image 2083: model=yolov5m, conf=0.858, boxes=6, time=120.323s",,,,,,,,2083,yolov5m,0.858,6.0,120.323
2025-10-19 23:01:33,DATA,,2082.0,,,,,,,,,,,
2025-10-19 23:01:33,DATA,,,2083.0,,,,,,,,,,
2025-10-19 23:01:33,DATA,,,,1760914773.0333824,yolov5m,,,,,,,,
2025-10-19 23:01:35,DATA,,,,1760914774.6310165,yolov5m,,,,,,,,
2025-10-19 23:01:35,INFO,"Processed image 2092: model=yolov5m, conf=0.701, boxes=15, time=121.096s",,,,,,,,2092,yolov5m,0.701,15.0,121.096
2025-10-19 23:01:35,DATA,,2091.0,,,,,,,,,,,
2025-10-19 23:01:35,DATA,,,2092.0,,,,,,,,,,
2025-10-19 23:01:35,DATA,,,,1760914774.8269465,yolov5s,,,,,,,,
2025-10-19 23:01:36,INFO,"Processed image 2093: model=yolov5s, conf=0.583, boxes=3, time=121.466s",,,,,,,,2093,yolov5s,0.583,3.0,121.466
2025-10-19 23:01:36,DATA,,2092.0,,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,2093.0,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,,1760914775.0250509,yolov5s,,,,,,,,
2025-10-19 23:01:36,INFO,"Processed image 2094: model=yolov5s, conf=0.759, boxes=4, time=121.422s",,,,,,,,2094,yolov5s,0.759,4.0,121.422
2025-10-19 23:01:36,DATA,,2093.0,,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,2094.0,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,,1760914775.2236502,yolov5m,,,,,,,,
2025-10-19 23:01:36,INFO,"Processed image 2095: model=yolov5m, conf=0.931, boxes=2, time=121.475s",,,,,,,,2095,yolov5m,0.931,2.0,121.475
2025-10-19 23:01:36,DATA,,2094.0,,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,2095.0,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,,1760914775.419227,yolov5m,,,,,,,,
2025-10-19 23:01:36,INFO,"Processed image 2096: model=yolov5m, conf=0.858, boxes=1, time=121.490s",,,,,,,,2096,yolov5m,0.858,1.0,121.49
2025-10-19 23:01:36,DATA,,2095.0,,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,2096.0,,,,,,,,,,
2025-10-19 23:01:36,DATA,,,,1760914775.608451,yolov5m,,,,,,,,
2025-10-19 23:01:37,INFO,"Processed image 2097: model=yolov5m, conf=0.463, boxes=7, time=121.475s",,,,,,,,2097,yolov5m,0.463,7.0,121.475
2025-10-19 23:01:37,DATA,,2096.0,,,,,,,,,,,
2025-10-19 23:01:37,DATA,,,2097.0,,,,,,,,,,
2025-10-19 23:01:37,DATA,,,,1760914775.8080854,yolov5m,,,,,,,,
2025-10-19 23:01:37,INFO,"Processed image 2098: model=yolov5m, conf=0.617, boxes=9, time=121.837s",,,,,,,,2098,yolov5m,0.617,9.0,121.837
2025-10-19 23:01:37,DATA,,2097.0,,,,,,,,,,,
2025-10-19 23:01:37,DATA,,,2098.0,,,,,,,,,,
2025-10-19 23:01:37,DATA,,,,1760914775.9997065,yolov5s,,,,,,,,
2025-10-19 23:01:37,INFO,"Processed image 2099: model=yolov5s, conf=0.593, boxes=5, time=121.795s",,,,,,,,2099,yolov5s,0.593,5.0,121.795
2025-10-19 23:01:37,DATA,,2098.0,,,,,,,,,,,
2025-10-19 23:01:37,DATA,,,2099.0,,,,,,,,,,
